// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 15 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln or .csproj file. Will use current directory D:\HierarchyKit to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 0.73 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" --output "D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 3.99 sec and exited with 0
// ***** Done, took 00:00:04 (4.78 sec)   *****
// Found 15 benchmarks:
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 2056 2144 --benchmarkName "HierarchyBenchmarks.Add(NodeCount: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-HOTHSI(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 175000.00 ns, 175.0000 us/op
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 2160 2112 --benchmarkName "HierarchyBenchmarks.Add(NodeCount: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 5 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-BIXMIC(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 182300.00 ns, 182.3000 us/op
WorkloadJitting  1: 1 op, 251800.00 ns, 251.8000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 0.00 ns, 0.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 0.00 ns, 0.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 0.00 ns, 0.0000 ns/op

WorkloadWarmup   1: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadWarmup   2: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadWarmup   3: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadWarmup   4: 1 op, 7500.00 ns, 7.5000 us/op
WorkloadWarmup   5: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadWarmup   6: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadWarmup   7: 1 op, 2900.00 ns, 2.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual   2: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual   3: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual   4: 1 op, 6900.00 ns, 6.9000 us/op
WorkloadActual   5: 1 op, 6300.00 ns, 6.3000 us/op
WorkloadActual   6: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual   7: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual   8: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual   9: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadActual  10: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadActual  11: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  12: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadActual  13: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadActual  14: 1 op, 7600.00 ns, 7.6000 us/op
WorkloadActual  15: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadActual  16: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  17: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  18: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  19: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  20: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  21: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  22: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  23: 1 op, 7400.00 ns, 7.4000 us/op
WorkloadActual  24: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  25: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadActual  26: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  27: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  28: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  29: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadActual  30: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  31: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  32: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadActual  33: 1 op, 6000.00 ns, 6.0000 us/op
WorkloadActual  34: 1 op, 5900.00 ns, 5.9000 us/op
WorkloadActual  35: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadActual  36: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  37: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  38: 1 op, 7800.00 ns, 7.8000 us/op
WorkloadActual  39: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadActual  40: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadActual  41: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  42: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  43: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  44: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  45: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  46: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  47: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  48: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  49: 1 op, 3800.00 ns, 3.8000 us/op
WorkloadActual  50: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadActual  51: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadActual  52: 1 op, 3800.00 ns, 3.8000 us/op
WorkloadActual  53: 1 op, 3900.00 ns, 3.9000 us/op
WorkloadActual  54: 1 op, 4000.00 ns, 4.0000 us/op
WorkloadActual  55: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadActual  56: 1 op, 4000.00 ns, 4.0000 us/op
WorkloadActual  57: 1 op, 9300.00 ns, 9.3000 us/op
WorkloadActual  58: 1 op, 3800.00 ns, 3.8000 us/op
WorkloadActual  59: 1 op, 3800.00 ns, 3.8000 us/op
WorkloadActual  60: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  61: 1 op, 8500.00 ns, 8.5000 us/op
WorkloadActual  62: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  63: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  64: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  65: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  66: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadActual  67: 1 op, 9000.00 ns, 9.0000 us/op
WorkloadActual  68: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadActual  69: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  70: 1 op, 8300.00 ns, 8.3000 us/op
WorkloadActual  71: 1 op, 7400.00 ns, 7.4000 us/op
WorkloadActual  72: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadActual  73: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  74: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadActual  75: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  76: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadActual  77: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadActual  78: 1 op, 5900.00 ns, 5.9000 us/op
WorkloadActual  79: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  80: 1 op, 7300.00 ns, 7.3000 us/op
WorkloadActual  81: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  82: 1 op, 8300.00 ns, 8.3000 us/op
WorkloadActual  83: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  84: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  85: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadActual  86: 1 op, 6800.00 ns, 6.8000 us/op
WorkloadActual  87: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  88: 1 op, 8600.00 ns, 8.6000 us/op
WorkloadActual  89: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadActual  90: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  91: 1 op, 3600.00 ns, 3.6000 us/op
WorkloadActual  92: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadActual  93: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  94: 1 op, 5400.00 ns, 5.4000 us/op
WorkloadActual  95: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  96: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadActual  97: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadActual  98: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadActual  99: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadActual  100: 1 op, 10900.00 ns, 10.9000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult   2: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult   3: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult   4: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult   5: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult   6: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult   7: 1 op, 2600.00 ns, 2.6000 us/op
WorkloadResult   8: 1 op, 2600.00 ns, 2.6000 us/op
WorkloadResult   9: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  10: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadResult  11: 1 op, 2600.00 ns, 2.6000 us/op
WorkloadResult  12: 1 op, 3600.00 ns, 3.6000 us/op
WorkloadResult  13: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  14: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  15: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  16: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  17: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  18: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  19: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  20: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  21: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadResult  22: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  23: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  24: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  25: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadResult  26: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  27: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  28: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadResult  29: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadResult  30: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  31: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  32: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadResult  33: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadResult  34: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  35: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  36: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  37: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  38: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  39: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  40: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  41: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  42: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadResult  43: 1 op, 3600.00 ns, 3.6000 us/op
WorkloadResult  44: 1 op, 3600.00 ns, 3.6000 us/op
WorkloadResult  45: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadResult  46: 1 op, 3800.00 ns, 3.8000 us/op
WorkloadResult  47: 1 op, 3900.00 ns, 3.9000 us/op
WorkloadResult  48: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadResult  49: 1 op, 3900.00 ns, 3.9000 us/op
WorkloadResult  50: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadResult  51: 1 op, 3700.00 ns, 3.7000 us/op
WorkloadResult  52: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  53: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  54: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  55: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  56: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  57: 1 op, 2800.00 ns, 2.8000 us/op
WorkloadResult  58: 1 op, 3300.00 ns, 3.3000 us/op
WorkloadResult  59: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  60: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadResult  61: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  62: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadResult  63: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  64: 1 op, 2700.00 ns, 2.7000 us/op
WorkloadResult  65: 1 op, 3600.00 ns, 3.6000 us/op
WorkloadResult  66: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  67: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  68: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  69: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  70: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  71: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadResult  72: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  73: 1 op, 3500.00 ns, 3.5000 us/op
WorkloadResult  74: 1 op, 3400.00 ns, 3.4000 us/op
WorkloadResult  75: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  76: 1 op, 3000.00 ns, 3.0000 us/op
WorkloadResult  77: 1 op, 2900.00 ns, 2.9000 us/op
WorkloadResult  78: 1 op, 3100.00 ns, 3.1000 us/op
WorkloadResult  79: 1 op, 3200.00 ns, 3.2000 us/op
WorkloadResult  80: 1 op, 3000.00 ns, 3.0000 us/op
// GC:  0 0 0 26728 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 34680 has exited with code 0.

Mean = 3.079 μs, StdErr = 0.035 μs (1.15%), N = 80, StdDev = 0.317 μs
Min = 2.600 μs, Q1 = 2.900 μs, Median = 3.000 μs, Q3 = 3.200 μs, Max = 3.900 μs
IQR = 0.300 μs, LowerFence = 2.450 μs, UpperFence = 3.650 μs
ConfidenceInterval = [2.957 μs; 3.200 μs] (CI 99.9%), Margin = 0.121 μs (3.94% of Mean)
Skewness = 0.91, Kurtosis = 3.06, MValue = 2

// ** Remained 9 (60,0%) benchmark(s) to run. Estimated finish 2026-09-11 16:11 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 1676 2164 --benchmarkName "HierarchyBenchmarks.Move(NodeCount: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 6 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-UNWVFU(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 194400.00 ns, 194.4000 us/op
WorkloadJitting  1: 1 op, 690200.00 ns, 690.2000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 0.00 ns, 0.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 24300.00 ns, 24.3000 us/op
WorkloadWarmup   2: 1 op, 13800.00 ns, 13.8000 us/op
WorkloadWarmup   3: 1 op, 12700.00 ns, 12.7000 us/op
WorkloadWarmup   4: 1 op, 18900.00 ns, 18.9000 us/op
WorkloadWarmup   5: 1 op, 13200.00 ns, 13.2000 us/op
WorkloadWarmup   6: 1 op, 12400.00 ns, 12.4000 us/op
WorkloadWarmup   7: 1 op, 16600.00 ns, 16.6000 us/op
WorkloadWarmup   8: 1 op, 16700.00 ns, 16.7000 us/op
WorkloadWarmup   9: 1 op, 16800.00 ns, 16.8000 us/op
WorkloadWarmup  10: 1 op, 21200.00 ns, 21.2000 us/op
WorkloadWarmup  11: 1 op, 18000.00 ns, 18.0000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 18400.00 ns, 18.4000 us/op
WorkloadActual   2: 1 op, 22000.00 ns, 22.0000 us/op
WorkloadActual   3: 1 op, 16800.00 ns, 16.8000 us/op
WorkloadActual   4: 1 op, 20500.00 ns, 20.5000 us/op
WorkloadActual   5: 1 op, 16600.00 ns, 16.6000 us/op
WorkloadActual   6: 1 op, 15200.00 ns, 15.2000 us/op
WorkloadActual   7: 1 op, 18100.00 ns, 18.1000 us/op
WorkloadActual   8: 1 op, 15700.00 ns, 15.7000 us/op
WorkloadActual   9: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadActual  10: 1 op, 14600.00 ns, 14.6000 us/op
WorkloadActual  11: 1 op, 15400.00 ns, 15.4000 us/op
WorkloadActual  12: 1 op, 14600.00 ns, 14.6000 us/op
WorkloadActual  13: 1 op, 15200.00 ns, 15.2000 us/op
WorkloadActual  14: 1 op, 15200.00 ns, 15.2000 us/op
WorkloadActual  15: 1 op, 14700.00 ns, 14.7000 us/op
WorkloadActual  16: 1 op, 14400.00 ns, 14.4000 us/op
WorkloadActual  17: 1 op, 14700.00 ns, 14.7000 us/op
WorkloadActual  18: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadActual  19: 1 op, 14600.00 ns, 14.6000 us/op
WorkloadActual  20: 1 op, 15100.00 ns, 15.1000 us/op
WorkloadActual  21: 1 op, 16100.00 ns, 16.1000 us/op
WorkloadActual  22: 1 op, 13500.00 ns, 13.5000 us/op
WorkloadActual  23: 1 op, 15200.00 ns, 15.2000 us/op
WorkloadActual  24: 1 op, 14600.00 ns, 14.6000 us/op
WorkloadActual  25: 1 op, 13700.00 ns, 13.7000 us/op
WorkloadActual  26: 1 op, 14000.00 ns, 14.0000 us/op
WorkloadActual  27: 1 op, 14700.00 ns, 14.7000 us/op
WorkloadActual  28: 1 op, 14200.00 ns, 14.2000 us/op
WorkloadActual  29: 1 op, 13700.00 ns, 13.7000 us/op
WorkloadActual  30: 1 op, 14100.00 ns, 14.1000 us/op
WorkloadActual  31: 1 op, 13700.00 ns, 13.7000 us/op
WorkloadActual  32: 1 op, 13500.00 ns, 13.5000 us/op
WorkloadActual  33: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadActual  34: 1 op, 13000.00 ns, 13.0000 us/op
WorkloadActual  35: 1 op, 13600.00 ns, 13.6000 us/op
WorkloadActual  36: 1 op, 19000.00 ns, 19.0000 us/op
WorkloadActual  37: 1 op, 16500.00 ns, 16.5000 us/op
WorkloadActual  38: 1 op, 13100.00 ns, 13.1000 us/op
WorkloadActual  39: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadActual  40: 1 op, 13900.00 ns, 13.9000 us/op
WorkloadActual  41: 1 op, 14000.00 ns, 14.0000 us/op
